"wielkosc","iloczyn_skalarny","mnozenie_macierzy"
179,5.1e-6,0.000361901
179,3.8e-6,0.0003694
179,4.3e-6,0.0004418
179,3.8e-6,0.0004395
180,1.0901e-5,0.0004614
180,1.52e-5,0.0004343
180,3.901e-6,0.000365199
180,3.0e-6,0.0003617
180,6.1e-6,0.0003693
180,4.0e-6,0.000371401
180,6.2e-6,0.000361
180,3.601e-6,0.0003685
180,2.9e-6,0.0003629
180,5.101e-6,0.0003584
181,1.06e-5,0.000450399
181,1.39e-5,0.0003651
181,7.3e-6,0.0003702
181,2.999e-6,0.0003637
181,4.101e-6,0.000363701
181,5.8e-6,0.000364399
181,5.2e-6,0.0003651
181,5.1e-6,0.0003642
181,2.9e-6,0.0003645
181,3.7e-6,0.0003627
182,1.3101e-5,0.0003869
182,1.19e-5,0.0003702
182,3.7e-6,0.0003747
182,4.3e-6,0.0003716
182,3.8e-6,0.000368699
182,3.601e-6,0.000369599
182,6.899e-6,0.0003689
182,3.699e-6,0.000376
182,4.201e-6,0.000375799
182,3.701e-6,0.0003712
183,9.4e-6,0.0004511
183,1.5e-5,0.0003715
183,3.8e-6,0.000378099
183,2.999e-6,0.0032665
183,5.401e-6,0.000331
183,4.0e-6,0.0003239
183,5.1e-6,0.000326
183,5.6e-6,0.000323601
183,3.0e-6,0.000314699
183,4.9e-6,0.000373301
184,1.08e-5,0.0003887
184,1.28e-5,0.0003794
184,7.499e-6,0.0003775
184,3.001e-6,0.000378699
184,3.8e-6,0.000377201
184,6.1e-6,0.0003741
184,4.999e-6,0.000317501
184,4.001e-6,0.0004904
184,4.9e-6,0.0003816
184,4.2e-6,0.000377599
185,1.4101e-5,0.0003899
185,1.1599e-5,0.0003787
185,3.8e-6,0.000384
185,4.5e-6,0.0003824
185,3.9e-6,0.0003808
185,3.8e-6,0.0003808
185,6.299e-6,0.000379201
185,3.701e-6,0.0003802
185,4.9e-6,0.0003808
185,3.8e-6,0.000380201
186,1.0e-5,0.000390101
186,1.41e-5,0.0003874
186,3.9e-6,0.000388301
186,2.999e-6,0.0003841
186,5.101e-6,0.0003864
186,3.8e-6,0.0003845
186,6.1e-6,0.000382899
186,3.8e-6,0.0003862
186,3.1e-6,0.000384699
186,6.7e-6,0.000385401
187,9.401e-6,0.0004788
187,1.1e-5,0.000389699
187,7.301e-6,0.000389101
187,3.0e-6,0.000387699
187,4.2e-6,0.000387799
187,4.899e-6,0.000388601
187,5.001e-6,0.0003886
187,4.999e-6,0.000388201
187,3.0e-6,0.000388
187,3.8e-6,0.0003897
188,1.43e-5,0.000418699
188,1.15e-5,0.0003965
188,3.9e-6,0.0003958
188,4.7e-6,0.000392601
188,3.9e-6,0.0003915
188,5.099e-6,0.0003922
188,4.901e-6,0.000390599
188,3.7e-6,0.000391901
188,4.3e-6,0.000392099
188,3.9e-6,0.0004103
189,1.12e-5,0.0004758
189,1.77e-5,0.0003879
189,3.9e-6,0.000390001
189,4.401e-6,0.000432
189,4.0e-6,0.0003878
189,3.8e-6,0.0003915
189,6.3e-6,0.000403601
189,5.2e-6,0.00041
189,4.899e-6,0.0003874
189,4.201e-6,0.0004487
190,1.08e-5,0.000567699
190,1.48e-5,0.0004914
190,4.3e-6,0.000458101
190,3.101e-6,0.0003921
190,5.6e-6,0.0003873
190,3.8e-6,0.0003922
190,6.3e-6,0.0003888
190,3.8e-6,0.000391899
190,3.1e-6,0.000390501
190,5.7e-6,0.000391599
191,1.1099e-5,0.0004128
191,1.1601e-5,0.000399101
191,7.3e-6,0.0003967
191,3.099e-6,0.0003956
191,5.2e-6,0.0003966
191,3.8e-6,0.000401099
191,5.301e-6,0.0003976
191,5.0e-6,0.000395799
191,3.1e-6,0.0003956
191,4.099e-6,0.000402599
192,1.33e-5,0.000490999
192,1.1701e-5,0.000399
192,5.2e-6,0.0004007
192,3.101e-6,0.0003984
192,3.9e-6,0.000474999
192,4.899e-6,0.000402199
192,6.101e-6,0.0004005
192,5.299e-6,0.000398299
192,3.201e-6,0.0003982
192,4.499e-6,0.000399999
193,1.82e-5,0.000489999
193,1.4199e-5,0.0004038
193,4.3e-6,0.000407
193,3.2e-5,0.000403001
193,4.7e-6,0.0004223
193,6.2e-6,0.0004068
193,5.901e-6,0.0004033
193,3.999e-6,0.0004041
193,1.86e-5,0.0004044
193,4.1e-6,0.000402599
194,1.42e-5,0.000511801
194,1.23e-5,0.000407799
194,4.3e-6,0.0004084
194,4.5e-6,0.0004071
194,4.0e-6,0.0004058
194,3.899e-6,0.000410599
194,6.099e-6,0.000409399
194,3.9e-6,0.0004072
194,4.3e-6,0.000407599
194,4.0e-6,0.000408301
195,1.72e-5,0.000507699
195,8.1e-6,0.000411
195,4.201e-6,0.000412001
195,5.1e-6,0.000411699
195,5.1e-6,0.000411201
195,4.099e-6,0.0004832
195,5.101e-6,0.0004381
195,3.899e-6,0.000408899
195,4.3e-6,0.000443001
195,5.201e-6,0.0004884
196,1.07e-5,0.0005069
196,8.401e-6,0.000573101
196,4.099e-6,0.0004219
196,1.33e-5,0.000413899
196,3.901e-6,0.000412001
196,3.8e-6,0.0004276
196,5.1e-6,0.0004143
196,3.199e-6,0.000414901
196,5.101e-6,0.0004132
196,4.999e-6,0.000411999
197,1.0e-5,0.000425901
197,7.9e-6,0.0004223
197,1.14e-5,0.0004185
197,4.0e-6,0.0004188
197,5.3e-6,0.000419
197,3.899e-6,0.0004175
197,4.3e-6,0.0004178
197,5.001e-6,0.000423001
197,3.8e-6,0.0004203
197,5.0e-6,0.000420199
198,1.0201e-5,0.000509099
198,1.59e-5,0.000423699
198,4.1e-6,0.0004283
198,3.9e-6,0.0004211
198,5.2e-6,0.0004233
198,3.199e-6,0.000419699
198,6.2e-6,0.000425999
198,3.9e-6,0.0004228
198,3.9e-6,0.000421799
198,5.101e-6,0.003417801
199,1.96e-5,0.000476501
199,9.0e-6,0.0003822
199,5.099e-6,0.0005063
199,4.3e-6,0.000395999
199,4.501e-6,0.0004324
199,5.4e-6,0.0004736
199,5.399e-6,0.0004408
199,4.2e-6,0.0004328
199,4.001e-6,0.0004397
199,6.3e-6,0.000437301
200,1.1399e-5,0.000474
200,8.499e-6,0.0005852
200,4.501e-6,0.0004332
200,3.3e-6,0.0004934
200,1.34e-5,0.0005202
200,4.2e-6,0.0004542
200,4.1e-6,0.0006038
200,5.4e-6,0.000514399
200,5.1e-6,0.000523001
200,5.3e-6,0.000561601
